Texas Tower #4 - 75,6,,Texas Tower #4 - 75,4.5,,Texas Tower #4 - 75,8.06,,Texas Tower #4 - 75,3.1,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,100,
Nick,3.78,3.65%,Nick,4.56,3.85%,Nick,1.34,4.55%,Nick,2.72,2.95%,Nick,100,100.00%,Nick,100,100.00%
ISP,6.3,,ISP,1.52,,ISP,5.64,,ISP,3.22,,ISP,100,,ISP,100,
BLOCKISLANDRI,1.58,3.94%,BLOCKISLANDRI,3.9,2.71%,BLOCKISLANDRI,2.8,4.22%,BLOCKISLANDRI,1.82,2.52%,BLOCKISLANDRI,100,100.00%,BLOCKISLANDRI,100,100.00%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 26, Predicted 24nd BEST:",,PWE,ECMWF,ECMWF,ECMWF,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,1.35,,W29,1.05,,W29,3.68,,W29,100,,W29,100,,W29,8.97,
TPLM2,3,,TPLM2,3.98,,TPLM2,1.67,,TPLM2,100,,TPLM2,100,,TPLM2,2.32,
"Gooses Reef, MD",1.05,,"Gooses Reef, MD",2.75,,"Gooses Reef, MD",2.23,,"Gooses Reef, MD",100,,"Gooses Reef, MD",100,,"Gooses Reef, MD",1.77,
NHK,3.3,,NHK,4.22,,NHK,3,,NHK,100,,NHK,100,,NHK,4.25,
"Bishops Head, MD",3,,"Bishops Head, MD",3.98,,"Bishops Head, MD",1.67,,"Bishops Head, MD",100,,"Bishops Head, MD",100,,"Bishops Head, MD",2.32,
"Potomac, MD",7.05,,"Potomac, MD",4.23,,"Potomac, MD",7.03,,"Potomac, MD",100,,"Potomac, MD",100,,"Potomac, MD",3.02,
TGI,2.35,,TGI,3.12,,TGI,2.55,,TGI,100,,TGI,100,,TGI,1.93,
Rappahannock Light,8.95,,Rappahannock Light,1.3,,Rappahannock Light,5.95,,Rappahannock Light,100,,Rappahannock Light,100,,Rappahannock Light,3.82,
"Kiptopeke, VA",2.25,3.59,"Kiptopeke, VA",6.5,3.46,"Kiptopeke, VA",6.35,3.79,"Kiptopeke, VA",100,100.00,"Kiptopeke, VA",100,100.00,"Kiptopeke, VA",6.42,3.87
Chesapeake Bay,1.35,,Chesapeake Bay,1.05,,Chesapeake Bay,3.68,,Chesapeake Bay,100,,Chesapeake Bay,100,,Chesapeake Bay,8.97,
"Wachapreague, VA",3.7,,"Wachapreague, VA",4.45,,"Wachapreague, VA",3,,"Wachapreague, VA",100,,"Wachapreague, VA",100,,"Wachapreague, VA",7.9,
DELAWARE BAY 26,3,,DELAWARE BAY 26,3.98,,DELAWARE BAY 26,1.67,,DELAWARE BAY 26,100,,DELAWARE BAY 26,100,,DELAWARE BAY 26,2.32,
44066,3,2.76,44066,3.98,3.37,44066,1.67,2.51,44066,100,100.00,44066,100,100.00,44066,2.32,5.38
ATLANTICCITYINNJ,1.35,,ATLANTICCITYINNJ,1.05,,ATLANTICCITYINNJ,3.68,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,8.97,
Texas Tower #4 - 75,3.7,,Texas Tower #4 - 75,4.45,,Texas Tower #4 - 75,3,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,7.9,
Nick,6.3,3.78,Nick,4.42,3.31,Nick,2.35,3.01,Nick,100,100.00,Nick,100,100.00,Nick,2.05,6.31
ISP,3.45,,ISP,1.83,,ISP,2.05,,ISP,100,,ISP,100,,ISP,7.06,
BLOCKISLANDRI,3,3.23,BLOCKISLANDRI,3.98,2.91,BLOCKISLANDRI,1.67,1.86,BLOCKISLANDRI,100,100.00,BLOCKISLANDRI,100,100.00,BLOCKISLANDRI,2.32,4.69
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 26, Predicted 25nd BEST:",,ECMWF,SPIRE,SPIRE,SPIRE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,2.78,,W29,1.85,,W29,1.13,,W29,5.25,,W29,1.1,,W29,100.00,
TPLM2,3.32,,TPLM2,2.3,,TPLM2,1.02,,TPLM2,3.43,,TPLM2,1.3,,TPLM2,100.00,
"Gooses Reef, MD",2.5,,"Gooses Reef, MD",1.63,,"Gooses Reef, MD",1.27,,"Gooses Reef, MD",1.8,,"Gooses Reef, MD",1.38,,"Gooses Reef, MD",100.00,
NHK,2.22,,NHK,3.4,,NHK,4.48,,NHK,2.13,,NHK,1.22,,NHK,100.00,
"Bishops Head, MD",3.32,,"Bishops Head, MD",2.3,,"Bishops Head, MD",1.02,,"Bishops Head, MD",3.43,,"Bishops Head, MD",1.3,,"Bishops Head, MD",100.00,
"Potomac, MD",4.1,,"Potomac, MD",4.82,,"Potomac, MD",3.57,,"Potomac, MD",2.43,,"Potomac, MD",2.7,,"Potomac, MD",100.00,
TGI,3.25,,TGI,1.65,,TGI,1.62,,TGI,2.33,,TGI,2.06,,TGI,100.00,
Rappahannock Light,3.78,,Rappahannock Light,4.63,,Rappahannock Light,1.23,,Rappahannock Light,4.18,,Rappahannock Light,4.98,,Rappahannock Light,100.00,
"Kiptopeke, VA",1.77,3.00,"Kiptopeke, VA",2.20,2.75,"Kiptopeke, VA",1.58,1.88,"Kiptopeke, VA",3.80,3.20,"Kiptopeke, VA",3.98,2.22,"Kiptopeke, VA",100.00,100.00
Chesapeake Bay,2.78,,Chesapeake Bay,1.85,,Chesapeake Bay,1.13,,Chesapeake Bay,5.25,,Chesapeake Bay,1.10,,Chesapeake Bay,100.00,
"Wachapreague, VA",7.07,,"Wachapreague, VA",2.20,,"Wachapreague, VA",3.25,,"Wachapreague, VA",6.58,,"Wachapreague, VA",1.42,,"Wachapreague, VA",100.00,
DELAWARE BAY 26,3.32,,DELAWARE BAY 26,2.30,,DELAWARE BAY 26,1.02,,DELAWARE BAY 26,3.43,,DELAWARE BAY 26,1.30,,DELAWARE BAY 26,100.00,
44066,3.32,4.12,"44,066.00",2.30,2.16,"44,066.00",1.02,1.61,"44,066.00",3.43,4.67,"44,066.00",1.30,1.28,"44,066.00",100.00,100.00
ATLANTICCITYINNJ,2.78,,ATLANTICCITYINNJ,1.85,,ATLANTICCITYINNJ,1.13,,ATLANTICCITYINNJ,5.25,,ATLANTICCITYINNJ,1.10,,ATLANTICCITYINNJ,100.00,
Texas Tower #4 - 75,7.07,,Texas Tower #4 - 75,2.20,,Texas Tower #4 - 75,3.25,,Texas Tower #4 - 75,6.58,,Texas Tower #4 - 75,1.42,,Texas Tower #4 - 75,100.00,
Nick,3.83,4.56,Nick,5.70,3.25,Nick,1.47,1.95,Nick,1.30,4.38,Nick,1.90,1.47,Nick,100.00,100.00
ISP,3.43,,ISP,3.38,,ISP,1.08,,ISP,4.55,,ISP,0.56,,ISP,100.00,
BLOCKISLANDRI,3.32,3.38,BLOCKISLANDRI,2.30,2.84,BLOCKISLANDRI,1.02,1.05,BLOCKISLANDRI,3.43,3.99,BLOCKISLANDRI,1.30,0.93,BLOCKISLANDRI,100.00,100.00
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 27, Predicted 24nd BEST:",,ECMWF,ECMWF,SPIRE,SPIRE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,18.6,,W29,4.42,,W29,0.3,,W29,1.56,,W29,1.43,,W29,8.14,
TPLM2,7.12,,TPLM2,10.02,,TPLM2,1.7,,TPLM2,1.7,,TPLM2,9.2,,TPLM2,0.80,
"Gooses Reef, MD",4.05,,"Gooses Reef, MD",3.82,,"Gooses Reef, MD",15.9,,"Gooses Reef, MD",6.56,,"Gooses Reef, MD",3.13,,"Gooses Reef, MD",6.62,
NHK,4.53,,NHK,11.12,,NHK,3.4,,NHK,0.86,,NHK,2.6,,NHK,0.92,
"Bishops Head, MD",7.12,,"Bishops Head, MD",10.02,,"Bishops Head, MD",4.6,,"Bishops Head, MD",0.94,,"Bishops Head, MD",13.85,,"Bishops Head, MD",2.56,
"Potomac, MD",4.83,,"Potomac, MD",5.16,,"Potomac, MD",7.1,,"Potomac, MD",14.14,,"Potomac, MD",2.2,,"Potomac, MD",9.80,
TGI,3.73,,TGI,6.74,,TGI,12.5,,TGI,18.78,,TGI,10.57,,TGI,10.26,
Rappahannock Light,5.3,,Rappahannock Light,7.52,,Rappahannock Light,0.3,,Rappahannock Light,1.56,,Rappahannock Light,4.98,,Rappahannock Light,8.14,
"Kiptopeke, VA",3.18,6.50,"Kiptopeke, VA",3.64,6.94,"Kiptopeke, VA",0.30,5.12,"Kiptopeke, VA",1.56,5.30,"Kiptopeke, VA",3.98,5.77,"Kiptopeke, VA",11.64,6.54
Chesapeake Bay,18.6,,Chesapeake Bay,4.42,,Chesapeake Bay,2.90,,Chesapeake Bay,1.52,,Chesapeake Bay,100.00,,Chesapeake Bay,8.14,
"Wachapreague, VA",15.43,,"Wachapreague, VA",3.78,,"Wachapreague, VA",1.70,,"Wachapreague, VA",7.46,,"Wachapreague, VA",100.00,,"Wachapreague, VA",11.64,
DELAWARE BAY 26,7.12,,DELAWARE BAY 26,10.02,,DELAWARE BAY 26,1.02,,DELAWARE BAY 26,3.43,,DELAWARE BAY 26,100.00,,DELAWARE BAY 26,1.08,
44066,7.12,12.1,44066,10.02,7.06,44066,1.02,1.66,44066,3.43,3.96,"44,066.00",100.00,100,"44,066.00",15.50,9.09
ATLANTICCITYINNJ,18.6,,ATLANTICCITYINNJ,4.42,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,100.00,,ATLANTICCITYINNJ,3.73,
Texas Tower #4 - 75,15.43,,Texas Tower #4 - 75,3.78,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,100.00,,Texas Tower #4 - 75,3.73,
Nick,2.17,12.1,Nick,6.5,4.9,Nick,100,100,Nick,100,100,Nick,100.00,100,Nick,3.73,3.73
ISP,17.95,,ISP,7.4,,ISP,100,,ISP,100,,ISP,100.00,,ISP,3.73,
BLOCKISLANDRI,7.12,12.5,BLOCKISLANDRI,10.02,8.71,BLOCKISLANDRI,100,100,BLOCKISLANDRI,100,100,BLOCKISLANDRI,100.00,100,BLOCKISLANDRI,3.73,3.73
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 27, Predicted 25nd BEST:",,ECMWF,ECMWF,ECMWF,ECMWF,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,15.87,,W29,2.76,,W29,0.79,,W29,1.64,,W29,2.19,,W29,2.42,
TPLM2,4.19,,TPLM2,5.91,,TPLM2,3.22,,TPLM2,3.92,,TPLM2,7.6,,TPLM2,8.82,
"Gooses Reef, MD",3.62,,"Gooses Reef, MD",5.18,,"Gooses Reef, MD",2.36,,"Gooses Reef, MD",1.53,,"Gooses Reef, MD",0.87,,"Gooses Reef, MD",1.53,
NHK,8.54,,NHK,1.82,,NHK,1.3,,NHK,2.61,,NHK,1.62,,NHK,1.08,
"Bishops Head, MD",4.19,,"Bishops Head, MD",5.91,,"Bishops Head, MD",3.22,,"Bishops Head, MD",3.92,,"Bishops Head, MD",7.6,,"Bishops Head, MD",8.82,
"Potomac, MD",2.88,,"Potomac, MD",3.83,,"Potomac, MD",0.69,,"Potomac, MD",1.69,,"Potomac, MD",1.87,,"Potomac, MD",3.52,
TGI,5.09,,TGI,9.23,,TGI,3.81,,TGI,2.14,,TGI,1.64,,TGI,2.02,
Rappahannock Light,10.54,,Rappahannock Light,1.12,,Rappahannock Light,3.7,,Rappahannock Light,8.19,,Rappahannock Light,4.31,,Rappahannock Light,6.13,
"Kiptopeke, VA",10.06,7.22,"Kiptopeke, VA",0.64,4.04,"Kiptopeke, VA",2.98,2.45,"Kiptopeke, VA",9.28,3.88,"Kiptopeke, VA",2.32,3.34,"Kiptopeke, VA",4.07,4.27
Chesapeake Bay,15.87,,Chesapeake Bay,2.76,,Chesapeake Bay,0.79,,Chesapeake Bay,1.64,,Chesapeake Bay,2.19,,Chesapeake Bay,2.42,
"Wachapreague, VA",16.69,,"Wachapreague, VA",4.09,,"Wachapreague, VA",3.42,,"Wachapreague, VA",3.88,,"Wachapreague, VA",7.56,,"Wachapreague, VA",6.52,
DELAWARE BAY 26,4.19,,DELAWARE BAY 26,5.91,,DELAWARE BAY 26,3.22,,DELAWARE BAY 26,3.92,,DELAWARE BAY 26,7.60,,DELAWARE BAY 26,8.82,
44066,4.19,10.24,"44,066.00",5.91,4.67,"44,066.00",3.22,2.66,"44,066.00",3.92,3.34,"44,066.00",7.60,6.24,"44,066.00",8.82,6.65
ATLANTICCITYINNJ,15.87,,ATLANTICCITYINNJ,2.76,,ATLANTICCITYINNJ,0.79,,ATLANTICCITYINNJ,1.64,,ATLANTICCITYINNJ,2.19,,ATLANTICCITYINNJ,2.42,
Texas Tower #4 - 75,16.69,,Texas Tower #4 - 75,4.09,,Texas Tower #4 - 75,3.42,,Texas Tower #4 - 75,3.88,,Texas Tower #4 - 75,7.56,,Texas Tower #4 - 75,6.52,
Nick,2.12,11.56,Nick,7.74,4.86,Nick,2.72,2.31,Nick,1.41,2.31,Nick,4.26,4.67,Nick,3.88,4.27
ISP,17.51,,ISP,2.70,,ISP,3.02,,ISP,3.27,,ISP,3.87,,ISP,7.66,
BLOCKISLANDRI,4.19,10.85,BLOCKISLANDRI,5.91,4.31,BLOCKISLANDRI,3.22,3.12,BLOCKISLANDRI,3.92,3.60,BLOCKISLANDRI,7.60,5.74,BLOCKISLANDRI,8.82,8.24
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 27, Predicted 26nd BEST:",,SPIRE,ECMWF,ECMWF,ECMWF,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,19.38,,W29,5.93,,W29,1.78,,W29,7.5,,W29,2.02,,W29,10.97,
TPLM2,4.78,,TPLM2,10,,TPLM2,5.55,,TPLM2,5.13,,TPLM2,7.8,,TPLM2,8.90,
"Gooses Reef, MD",3.27,,"Gooses Reef, MD",3.45,,"Gooses Reef, MD",3.17,,"Gooses Reef, MD",2.5,,"Gooses Reef, MD",2.83,,"Gooses Reef, MD",2.48,
NHK,5.92,,NHK,8.82,,NHK,2.83,,NHK,3.02,,NHK,1.62,,NHK,2.63,
"Bishops Head, MD",4.78,,"Bishops Head, MD",10,,"Bishops Head, MD",5.55,,"Bishops Head, MD",5.13,,"Bishops Head, MD",7.8,,"Bishops Head, MD",8.90,
"Potomac, MD",4,,"Potomac, MD",2.07,,"Potomac, MD",1.27,,"Potomac, MD",1.22,,"Potomac, MD",1.13,,"Potomac, MD",3.42,
TGI,3.3,,TGI,4.3,,TGI,5.08,,TGI,3.83,,TGI,4.13,,TGI,0.92,
Rappahannock Light,11.23,,Rappahannock Light,2.65,,Rappahannock Light,6.45,,Rappahannock Light,3.37,,Rappahannock Light,4.5,,Rappahannock Light,11.67,
"Kiptopeke, VA",8.88,7.28,"Kiptopeke, VA",4.05,5.70,"Kiptopeke, VA",5.00,4.08,"Kiptopeke, VA",5.60,4.14,"Kiptopeke, VA",2.10,3.77,"Kiptopeke, VA",5.03,6.10
Chesapeake Bay,19.38,,Chesapeake Bay,5.93,,Chesapeake Bay,1.78,,Chesapeake Bay,7.50,,Chesapeake Bay,2.02,,Chesapeake Bay,10.97,
"Wachapreague, VA",19,,"Wachapreague, VA",2.23,,"Wachapreague, VA",2.17,,"Wachapreague, VA",14.95,,"Wachapreague, VA",3.88,,"Wachapreague, VA",13.57,
DELAWARE BAY 26,4.78,,DELAWARE BAY 26,10.00,,DELAWARE BAY 26,5.55,,DELAWARE BAY 26,5.13,,DELAWARE BAY 26,7.80,,DELAWARE BAY 26,8.90,
44066,4.78,11.99,"44,066.00",10.00,7.04,"44,066.00",5.55,3.76,"44,066.00",5.13,8.18,"44,066.00",7.80,5.38,"44,066.00",8.90,10.59
ATLANTICCITYINNJ,19.38,,ATLANTICCITYINNJ,5.93,,ATLANTICCITYINNJ,1.78,,ATLANTICCITYINNJ,7.50,,ATLANTICCITYINNJ,2.02,,ATLANTICCITYINNJ,10.97,
Texas Tower #4 - 75,19,,Texas Tower #4 - 75,2.23,,Texas Tower #4 - 75,2.17,,Texas Tower #4 - 75,14.95,,Texas Tower #4 - 75,3.88,,Texas Tower #4 - 75,13.57,
Nick,1.88,13.42,Nick,1.50,3.22,Nick,1.87,1.94,Nick,1.73,8.06,Nick,2.57,2.82,Nick,3.62,9.39
ISP,18.73,,ISP,4.68,,ISP,1.27,,ISP,1.98,,ISP,1.47,,ISP,18.60,
BLOCKISLANDRI,4.78,11.76,BLOCKISLANDRI,10.00,7.34,BLOCKISLANDRI,5.55,3.41,BLOCKISLANDRI,5.13,3.56,BLOCKISLANDRI,7.80,4.64,BLOCKISLANDRI,8.90,13.75
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 28, Predicted 25nd BEST:",,UKMO,UKMO,PWE,PWE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,13.42,,W29,3.62,,W29,1.12,,W29,7.18,,W29,5.75,,W29,2.43,
TPLM2,2.35,,TPLM2,5.68,,TPLM2,8.92,,TPLM2,3.9,,TPLM2,8.22,,TPLM2,4.78,
"Gooses Reef, MD",4.68,,"Gooses Reef, MD",8.45,,"Gooses Reef, MD",6.07,,"Gooses Reef, MD",4.62,,"Gooses Reef, MD",2.65,,"Gooses Reef, MD",5.60,
NHK,3.12,,NHK,6.78,,NHK,1.73,,NHK,1.93,,NHK,1.58,,NHK,0.68,
"Bishops Head, MD",1.93,,"Bishops Head, MD",5.68,,"Bishops Head, MD",8.92,,"Bishops Head, MD",3.9,,"Bishops Head, MD",8.22,,"Bishops Head, MD",4.78,
"Potomac, MD",17.15,,"Potomac, MD",2.3,,"Potomac, MD",1.5,,"Potomac, MD",2.33,,"Potomac, MD",2.53,,"Potomac, MD",4.37,
TGI,3.05,,TGI,11.32,,TGI,8.18,,TGI,8.87,,TGI,5.1,,TGI,2.97,
Rappahannock Light,13.42,,Rappahannock Light,6.83,,Rappahannock Light,8.73,,Rappahannock Light,8.07,,Rappahannock Light,6.33,,Rappahannock Light,9.45,
"Kiptopeke, VA",16.48,8.40,"Kiptopeke, VA",4.97,6.18,"Kiptopeke, VA",3.60,5.42,"Kiptopeke, VA",10.58,5.71,"Kiptopeke, VA",3.23,4.85,"Kiptopeke, VA",3.00,4.23
Chesapeake Bay,13.42,,Chesapeake Bay,3.62,,Chesapeake Bay,1.12,,Chesapeake Bay,7.18,,Chesapeake Bay,5.75,,Chesapeake Bay,2.43,
"Wachapreague, VA",16.48,,"Wachapreague, VA",4.22,,"Wachapreague, VA",7.30,,"Wachapreague, VA",6.07,,"Wachapreague, VA",4.18,,"Wachapreague, VA",6.43,
DELAWARE BAY 26,5.93,,DELAWARE BAY 26,5.68,,DELAWARE BAY 26,8.92,,DELAWARE BAY 26,3.90,,DELAWARE BAY 26,8.22,,DELAWARE BAY 26,4.78,
44066,25.02,15.21,"44,066.00",5.68,4.80,"44,066.00",8.92,6.57,"44,066.00",3.90,5.26,"44,066.00",8.22,6.59,"44,066.00",4.78,4.61
ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,3.62,,ATLANTICCITYINNJ,1.12,,ATLANTICCITYINNJ,7.18,,ATLANTICCITYINNJ,5.75,,ATLANTICCITYINNJ,2.43,
Texas Tower #4 - 75,100,,Texas Tower #4 - 75,4.22,,Texas Tower #4 - 75,7.30,,Texas Tower #4 - 75,6.07,,Texas Tower #4 - 75,4.18,,Texas Tower #4 - 75,6.43,
Nick,100,100.00,Nick,10.02,5.95,Nick,12.60,7.01,Nick,5.27,6.17,Nick,8.07,6.00,Nick,10.28,6.38
ISP,100,,ISP,4.35,,ISP,5.08,,ISP,8.60,,ISP,5.58,,ISP,8.18,
BLOCKISLANDRI,100,100.00,BLOCKISLANDRI,5.68,5.02,BLOCKISLANDRI,8.92,7.00,BLOCKISLANDRI,3.90,6.25,BLOCKISLANDRI,8.22,6.90,BLOCKISLANDRI,4.78,6.48
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 28, Predicted 26nd BEST:",,SPIRE,ECMWF,SPIRE,GFS,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,17.35,,W29,5.9,,W29,1.32,,W29,7.62,,W29,2.2,,W29,7.90,
TPLM2,8.2,,TPLM2,8.6,,TPLM2,7.87,,TPLM2,4.52,,TPLM2,7.28,,TPLM2,9.17,
"Gooses Reef, MD",1.5,,"Gooses Reef, MD",4.5,,"Gooses Reef, MD",6.27,,"Gooses Reef, MD",4.6,,"Gooses Reef, MD",4.13,,"Gooses Reef, MD",6.92,
NHK,5.12,,NHK,9.42,,NHK,0.62,,NHK,3.47,,NHK,1.75,,NHK,0.47,
"Bishops Head, MD",8.2,,"Bishops Head, MD",8.6,,"Bishops Head, MD",7.87,,"Bishops Head, MD",4.52,,"Bishops Head, MD",7.28,,"Bishops Head, MD",9.17,
"Potomac, MD",5.9,,"Potomac, MD",3.18,,"Potomac, MD",3,,"Potomac, MD",2,,"Potomac, MD",1.7,,"Potomac, MD",4.58,
TGI,2.12,,TGI,5.63,,TGI,6.55,,TGI,7.15,,TGI,7.42,,TGI,4.55,
Rappahannock Light,16.3,,Rappahannock Light,4.97,,Rappahannock Light,8.35,,Rappahannock Light,2.78,,Rappahannock Light,5.02,,Rappahannock Light,12.18,
"Kiptopeke, VA",4.43,7.68,"Kiptopeke, VA",3.23,6.00,"Kiptopeke, VA",4.82,5.19,"Kiptopeke, VA",6.12,4.75,"Kiptopeke, VA",1.80,4.29,"Kiptopeke, VA",3.08,6.45
Chesapeake Bay,17.35,,Chesapeake Bay,5.90,,Chesapeake Bay,1.32,,Chesapeake Bay,7.62,,Chesapeake Bay,2.20,,Chesapeake Bay,7.90,
"Wachapreague, VA",16.25,,"Wachapreague, VA",2.67,,"Wachapreague, VA",5.50,,"Wachapreague, VA",11.70,,"Wachapreague, VA",5.88,,"Wachapreague, VA",11.82,
DELAWARE BAY 26,8.2,,DELAWARE BAY 26,8.60,,DELAWARE BAY 26,7.87,,DELAWARE BAY 26,4.52,,DELAWARE BAY 26,7.28,,DELAWARE BAY 26,9.17,
44066,8.2,12.50,"44,066.00",8.60,6.44,"44,066.00",7.87,5.64,"44,066.00",4.52,7.09,"44,066.00",7.28,5.66,"44,066.00",9.17,9.52
ATLANTICCITYINNJ,17.35,,ATLANTICCITYINNJ,5.90,,ATLANTICCITYINNJ,1.32,,ATLANTICCITYINNJ,7.62,,ATLANTICCITYINNJ,2.20,,ATLANTICCITYINNJ,7.90,
Texas Tower #4 - 75,16.25,,Texas Tower #4 - 75,2.67,,Texas Tower #4 - 75,5.50,,Texas Tower #4 - 75,11.70,,Texas Tower #4 - 75,5.88,,Texas Tower #4 - 75,11.82,
Nick,3.17,12.26,Nick,13.57,7.38,Nick,13.23,6.68,Nick,7.40,8.91,Nick,8.30,5.46,Nick,10.22,9.98
ISP,24.1,,ISP,5.82,,ISP,4.70,,ISP,2.63,,ISP,3.30,,ISP,14.45,
BLOCKISLANDRI,8.2,16.15,BLOCKISLANDRI,8.60,7.21,BLOCKISLANDRI,7.87,6.29,BLOCKISLANDRI,4.52,3.58,BLOCKISLANDRI,7.28,5.29,BLOCKISLANDRI,9.17,11.81
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 29, Predicted 26nd BEST:",,GFS,ECMWF,PWE,GFS,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,13.3,,W29,2.47,,W29,6.73,,W29,3.32,,W29,7.28,,W29,7.35,
TPLM2,8.17,,TPLM2,8.02,,TPLM2,4.58,,TPLM2,5.93,,TPLM2,4.88,,TPLM2,8.25,
"Gooses Reef, MD",1.88,,"Gooses Reef, MD",9.57,,"Gooses Reef, MD",7.22,,"Gooses Reef, MD",5.95,,"Gooses Reef, MD",4.52,,"Gooses Reef, MD",5.95,
NHK,3.03,,NHK,7.23,,NHK,1.58,,NHK,1.98,,NHK,7.38,,NHK,1.90,
"Bishops Head, MD",8.17,,"Bishops Head, MD",8.02,,"Bishops Head, MD",4.58,,"Bishops Head, MD",5.93,,"Bishops Head, MD",14.6,,"Bishops Head, MD",8.25,
"Potomac, MD",11.55,,"Potomac, MD",7.73,,"Potomac, MD",9.92,,"Potomac, MD",9.22,,"Potomac, MD",10.25,,"Potomac, MD",9.50,
TGI,5.23,,TGI,17.67,,TGI,15.33,,TGI,13,,TGI,7.98,,TGI,10.15,
Rappahannock Light,17.53,,Rappahannock Light,8.72,,Rappahannock Light,13.5,,Rappahannock Light,3.12,,Rappahannock Light,7.28,,Rappahannock Light,16.20,
"Kiptopeke, VA",9.93,8.75,"Kiptopeke, VA",3.38,8.09,"Kiptopeke, VA",11.22,8.30,"Kiptopeke, VA",8.88,6.37,"Kiptopeke, VA",7.28,7.94,"Kiptopeke, VA",6.45,8.22
Chesapeake Bay,13.3,,Chesapeake Bay,2.47,,Chesapeake Bay,6.73,,Chesapeake Bay,3.32,,Chesapeake Bay,7.32,,Chesapeake Bay,7.35,
"Wachapreague, VA",15.08,,"Wachapreague, VA",2.08,,"Wachapreague, VA",4.27,,"Wachapreague, VA",6.73,,"Wachapreague, VA",8.65,,"Wachapreague, VA",11.55,
DELAWARE BAY 26,8.17,,DELAWARE BAY 26,8.02,,DELAWARE BAY 26,4.58,,DELAWARE BAY 26,5.93,,DELAWARE BAY 26,7.75,,DELAWARE BAY 26,8.25,
44066,8.17,11.18,"44,066.00",8.02,5.15,"44,066.00",4.58,5.04,"44,066.00",5.93,5.48,"44,066.00",7.75,7.87,"44,066.00",8.25,8.85
